symbol,avg_daily_volume
BKSY,1479363
USBC,1477504
STRC,1476166
KMT,1475982
CAPT,1475977
KURA,1475910
TW,1472563
JANX,1464563
LHX,1463091
MKSI,1462385
NNN,1457738
SF,1456033
VRDN,1455683
OZK,1455130
SPRY,1453791
MFA,1453462
CVI,1451299
JBI,1450435
OC,1449575
FHB,1447135
VIST,1446471
TSSI,1446163
LU,1443756
BDSX,1443594
RBA,1443495
HTFL,1442404
CVBF,1441538
RLMD,1441073
KBR,1439010
CBRL,1438953
CAPR,1436431
NMRK,1434227
VRTX,1433470
AVXL,1433072
GTBP,1431496
FLS,1430460
OMDA,1429248
GTN,1426489
FVRR,1425043
HESM,1425006
ITW,1422100
STAG,1422051
MRP,1422045
WES,1421868
AEHR,1420036
RYAAY,1417548
ARLO,1417494
TTAN,1417156
HPP,1415292
NVRI,1414145
BTGO,1412612
IMVT,1412295
YCBD,1410798
GLOB,1410097
HIW,1410028
EGY,1407717
MICC,1406281
PCVX,1404314
ZENA,1403404
BETA,1401704
ZIP,1401316
RSG,1400627
RITR,1400102
TRIN,1397938
CTM,1397229
TRGP,1397151
OUT,1396573
BGL,1396250
YELP,1396134
REPL,1394487
ARCO,1394035
AON,1393135
LTM,1392783
FORM,1391793
XIFR,1391424
RDN,1386961
AMBP,1386113
REG,1385615
SNCY,1384153
BXMT,1382022
ARTL,1381726
FBP,1380965
GDYN,1380258
CTRI,1380176
AME,1379258
RERE,1378904
BEEM,1378732
IOTR,1377915
KW,1377449
ETOR,1376228
BNKK,1376098
AOS,1373212
SBS,1372702
TRVI,1371464
CAKE,1369384
PTY,1369314
CRON,1369313
HOMB,1369001
TV,1365751
SYNX,1364072
RJF,1358862
MOD,1358692
CODI,1358193
FRPT,1357022
XENE,1356978
MLEC,1356403
FER,1355686
BTAI,1353199
WLK,1352980
AMN,1352837
RBNE,1352701
QRVO,1352211
WH,1348715
SDGR,1347954
ECL,1346802
UCTT,1346186
SLG,1344870
OSRH,1343976
HSIC,1343062
BR,1342142
ALNY,1341201
SNDX,1340781
PSNL,1334894
SQM,1334568
CBSH,1334040
MTSI,1332053
MRVI,1331134
CLMT,1329749
EYPT,1325643
IMMP,1325597
WAL,1325188
SLDB,1324405
ANTX,1324379
EXR,1322498
RY,1321998
PZZA,1321748
BIIB,1321597
NWS,1321519
ARI,1320062
ADC,1320053
KREF,1319072
KNTK,1319032
NXPL,1318913
WFRD,1318655
PNW,1315596
TCPC,1312595
HMC,1312229
VFF,1311232
OXSQ,1309722
ITOC,1308779
DOX,1308553
ONCY,1306998
FERG,1306730
GIL,1305402
AER,1304728
WPC,1304704
UPB,1304172
EOLS,1304038
BTTC,1303163
CGON,1302991
MCO,1301732
AMLX,1300096
MUX,1300037
MAN,1299556
RVTY,1298373
RILY,1296482
ACH,1294769
GXO,1292912
WTTR,1292451
ANGI,1292054
SBEV,1291538
PARR,1290400
GTLS,1290365
ADTN,1288561
CNTA,1287979
CGTL,1287821
FATN,1287282
REZI,1287116
CROX,1282770
CNXC,1282394
BBNX,1282036
AVR,1279979
ABVX,1278977
LUCD,1278799
ZNTL,1278031
NIQ,1277168
ARHS,1276319
CRI,1275757
ENR,1275212
POR,1272861
LXEH,1271468
HXL,1270538
AKR,1269471
NWBI,1268770
GRAL,1266988
TWST,1266421
PLX,1265495
INSP,1261203
MIAX,1258093
LBRDK,1257893
ACDC,1256965
YMAT,1256962
TIGO,1256441
EHAB,1256311
PPLC,1256090
RCUS,1256037
CHKP,1256023
QDEL,1255330
CLNE,1254980
DLO,1254468
LAZ,1253765
CARG,1253691
DOV,1252679
PTCT,1252388
INTA,1250698
MTB,1250304
PSN,1249282
GSM,1248908
CARS,1248847
CPRX,1248284
AVAH,1246785
CMC,1245922
COR,1245896
GMED,1245617
ZSPC,1245573
CCOI,1242479
SA,1242331
LFMD,1240770
IMTE,1239729
NN,1239316
AHCO,1238139
CALM,1238111
MLYS,1237595
OII,1237406
ALGN,1236602
INO,1235826
VTGN,1233112
NMFC,1228617
HNGE,1228089
THRY,1227226
CALC,1227135
CTLP,1227001
CDP,1226500
OSW,1226470
LOGI,1224299
CM,1223319
PSA,1221788
ABEO,1221468
EYE,1221124
PB,1220899
DKS,1219708
GRPN,1219435
DRS,1217060
BNTX,1216015
STEP,1215205
CRBU,1212196
PMT,1211614
NAGE,1210943
EAT,1209182
MC,1208655
HYT,1207545
SFNC,1203822
PENG,1203753
TLYS,1202313
CPT,1202257
WERN,1200188
NSP,1198381
NSC,1197899
LRN,1197586
XPON,1197084
INOD,1196091
CRNX,1195130
NTRA,1194315
CURV,1193864
VMC,1193538
EVEX,1193163
BL,1192292
EHC,1191170
SMRT,1190973
CHGG,1189788
EWBC,1187433
NRIX,1182332
VERA,1182163
QCLS,1181019
POAS,1178797
JBL,1178556
GGAL,1177831
OLLI,1177456
PLAY,1176504
EVTL,1173250
SRRK,1169422
AGIG,1168879
PFLT,1166744
USA,1162539
ZG,1159722
WSM,1158277
VIRT,1156924
STNG,1154898
PICS,1153656
ARX,1151959
MSI,1151859
KBH,1149945
SKYX,1149294
LCTX,1149092
EPAM,1147711
FNKO,1147215
DOGZ,1146817
CRDF,1146358
PHAT,1144231
CBZ,1143731
WDS,1142766
ARAY,1141069
CCK,1139924
VTEX,1138783
KLC,1136443
CXW,1136139
EMBJ,1135914
FIBK,1133065
NBIX,1131446
RVLV,1129222
PLAB,1128283
AMTX,1128013
GAME,1127742
TXNM,1125882
AIXI,1125390
ZVRA,1123688
GNRC,1122371
TKC,1121912
OIS,1120818
TARA,1120671
VNT,1119893
RGLD,1118432
MXL,1117162
LBTYK,1116730
FA,1115748
EWTX,1114357
ELBM,1114149
LEU,1113841
PLBY,1113719
PRKS,1112781
SOLV,1112313
SLMT,1111295
AVT,1110569
SMXT,1108228
XPRO,1107192
MGNX,1104594
AVB,1102098
IMAX,1100124
RANI,1100038
KLAC,1098867
VVR,1098410
MWA,1097843
PELIR,1097232
NTRS,1097108
EXPI,1096069
FIVE,1095678
INMD,1094852
ENOV,1094540
LDOS,1094431
ADNT,1092083
VTAK,1089093
NEWP,1088103
HCA,1088038
BMEA,1087954
IAC,1087743
NKTR,1084996
FAF,1084773
ITRM,1083145
DNA,1082996
DXYZ,1082796
RPAY,1082381
HLIT,1082313
PSO,1082294
BEPC,1081681
ELVN,1081361
PTC,1081208
FR,1080579
NGG,1072987
DVA,1072914
LPX,1071550
CVLT,1070834
AUB,1070620
IGR,1070337
CMRC,1069065
GENB,1065993
CADL,1065657
AGRO,1065236
SCI,1064256
BRCC,1062355
PKG,1062262
HRZN,1062028
XTKG,1061821
IEP,1061462
CVGI,1060861
BPRE,1055061
ZD,1054193
PWR,1053321
ORKT,1053064
RRX,1052194
MXCT,1051644
NNOX,1051284
PTRN,1050953
JPC,1050580
CALX,1049912
NAVI,1049061
CSTE,1048619
SSYS,1047711
FBRT,1047166
MWH,1046552
JBHT,1045975
TMHC,1045507
MAIA,1044755
FULC,1044018
RH,1042450
GNTA,1041950
GBCI,1041876
RPM,1041296
SKE,1040619
RYAM,1039507
TIVC,1038568
RCI,1036575
GPCR,1035908
HYLN,1034131
MDA,1034131
RMD,1031656
TRON,1031087
AMSC,1030211
WAT,1029541
CWEN,1029508
APPN,1028597
BANL,1027147
MDXG,1026122
TNON,1025530
ACB,1023770
SKT,1023308
FIP,1021452
LGN,1020522
HASI,1019972
KMPR,1019826
REYN,1019496
GNPX,1019214
PACS,1019100
HPK,1017686
RGNX,1017642
AGIO,1016346
XMTR,1012975
ELDN,1012411
ULS,1012234
MTH,1010957
SOBO,1009936
WHD,1009164
CHRD,1008886
NVX,1008649
NRDS,1008112
PAVM,1007803
ARAI,1007162
LXEO,1006166
BSBR,1006122
SWIM,1003101
THC,1003043
MAPS,1002138
WB,1001504
CFFN,1000505
PHGE,1000444
SVV,999231
CANG,998433
RAYA,995632
BWXT,995373
DNTH,994693
AMCI,994446
TKO,994414
TSLX,993078
GELS,991799
MOVE,991799
APGE,988339
JAZZ,987541
GILT,987367
ICON,987332
HQY,987308
NRXP,987084
VOYA,986210
TTC,985895
AUPH,983710
BC,983409
ICHR,982469
JFR,982137
MFIC,981754
SON,980984
ZWS,980958
PEN,980859
FFBC,979696
KALV,977031
AUGO,976722
GGG,973031
UE,972034
QTWO,970403
PODD,970041
FBIO,969574
DEVS,969470
MAA,968764
ROK,968744
TXRH,968662
JKHY,968511
PRGS,966646
ASBP,966593
PWP,964751
LPLA,964661
VOR,962937
EMPD,962344
LNTH,961814
AXGN,961326
LILAK,960367
JCSE,960066
FFIV,959670
LXU,958566
GRMN,958363
NPT,957887
LTRX,957462
EBS,956775
SNDR,956112
LENZ,955624
TDS,955500
CRC,954357
NOC,954124
SIG,954104
MRLN,952762
AAON,952475
ALEC,952464
SLGN,952174
CRNC,950185
RLI,900000
GSHD,600000
VTS,500000
PLSE,800000
SSP,500000
MOBI,500000
ZBIO,500000
BRCB,500000
BETR,0
