symbol,avg_daily_volume
REKR,2585755
RELX,3959386
RELY,3647369
RENX,29898189
REPL,1394487
RERE,1378904
RES,2439638
REXR,2605250
REYN,1019496
REZI,1287116
RF,14613862
RGLD,1118432
RGNX,1017642
RGTI,30473621
RH,1042450
RHI,3258734
RIG,44692670
RILY,1296482
RIME,7487797
RIO,3933635
RIOT,18362666
RITM,13357795
RITR,1400102
RIVN,31484256
RJF,1358862
RKLB,22803425
RKT,29804654
RLAY,2413722
RLJ,1765407
RLMD,1441073
RLX,2425979
RMBS,2312494
RMD,1031656
RNA,1612836
RNG,2414004
ROIV,6720364
ROK,968744
ROKU,3419445
ROL,3052561
ROLR,2434120
ROP,1617807
ROST,2513213
RPAY,1082381
RPD,1889956
RPGL,1845494
RPM,1041296
RPRX,3661077
RR,25458395
RRC,3317947
RRX,1052194
RSG,1400627
RSI,2019745
RTO,1524510
RTX,6065630
RUBI,3212368
RUM,1969474
RUN,9553468
RVLV,1129222
RVMD,3252261
RVTY,1298373
RWT,1690651
RXO,2442650
RXRX,19630990
RXT,23845747
RY,1321998
RYAAY,1417548
RYAM,1039507
RYAN,2019141
RYDE,2254554
RYN,3172475
RZLT,3914166
RZLV,22086490
S,8438059
SA,1242331
SABR,10304624
SAFX,24938590
SAIL,2800142
SAN,12699038
SANA,2607385
SAP,2870907
SARO,4303097
SATL,8765355
SATS,6535404
SBET,7028643
SBEV,1291538
SBH,1665793
SBLK,1632336
SBRA,2739741
SBS,1372702
SBSW,7760786
SBUX,9198594
SCCO,2100878
SCHW,10349502
SCI,1064256
SCNX,3302255
SDGR,1347954
SE,5883325
SEDG,3340004
SEE,2939715
SEGG,11017106
SEI,2801687
SEM,1832891
SEMR,2020274
SER,4420403
SERV,5740778
SES,7714429
SF,1456033
SFIX,2185157
SFL,1600524
SFM,2947290
SFNC,1203822
SG,4356282
SGHC,2541346
SGI,1863494
SGML,4001951
SGMO,5956400
SGRY,1660005
SHAK,1509018
SHC,2339375
SHEL,6145224
SHLS,4678674
SHO,1917482
SHOO,1497036
SHOP,11155255
SHPH,2562627
SHW,1742594
SID,5301156
SIDU,38402915
SIG,954104
SIRI,4849390
SJM,2020255
SKE,1040619
SKM,1570667
SKT,1023308
SKYT,2096788
SKYX,1149294
SLB,19532661
SLDB,1324405
SLDE,1656661
SLDP,5508361
SLG,1344870
SLGB,3040018
SLGN,952174
SLI,2650856
SLM,3704902
SLMT,1111295
SLNH,4568236
SLNO,1542398
SLQT,1483794
SLS,9589481
SM,6677416
SMCI,36284858
SMFG,2175185
SMMT,2564506
SMPL,2202899
SMR,25906736
SMRT,1190973
SMTC,1679938
SMXT,1108228
SN,1738446
SNAP,46638223
SNCY,1384153
SNDK,18126053
SNDL,1707560
SNDR,956112
SNDX,1340781
SNOW,5680292
SNPS,2158268
SNY,4081773
SO,5924676
SOAR,4300162
SOBO,1009936
SOBR,2592576
SOC,8279184
SOFI,61212967
SOLS,3611007
SOLV,1112313
SON,980984
SONO,1745140
SONY,6077896
SOPA,5580240
SOUN,26643123
SOWG,1628791
SPCE,3387487
SPG,1580519
SPGI,2480007
SPHL,2071958
SPOT,2850407
SPRY,1453791
SPT,1617578
SPWR,1596349
SQM,1334568
SRAD,2613872
SRE,3778064
SRFM,3555668
SRPT,2614420
SRRK,1169422
SRXH,29508588
SSL,2320540
SSNC,2199314
SSRM,4072023
SSYS,1047711
ST,1847588
STAA,1509397
STAG,1422051
STAK,4695966
STEP,1215205
STEX,1878207
STGW,1965299
STIM,1996435
STKL,2777369
STLA,17140346
STLD,1282822
STM,7815929
STNE,5327526
STNG,1154898
STRC,1476166
STT,2160801
STUB,3988910
STWD,3681302
STX,4091835
STZ,2418505
SU,5323759
SUNB,6107653
SUNE,3893947
SUPV,1018954
SUUN,1980836
SUZ,3307194
SVC,1641831
SVM,6498539
SVRA,1778027
SVRN,4411589
SVV,999231
SW,6112766
SWIM,1003101
SWK,1828651
SWKS,3722306
SWMR,11690790
SXC,1725669
SXTP,4459309
SYF,4495245
SYK,1991716
SYM,1770760
SYNX,1364072
SYY,3631379
T,44172082
TAC,1530471
TAK,2863740
TAL,3858348
TALK,3409177
TALO,2179270
TAP,3093547
TARA,1120671
TBLA,1740798
TCOM,3849873
TCPC,1312595
TD,2351163
TDAY,1563310
TDC,1827894
TDIC,1661692
TDOC,6356786
TDS,955500
TDUP,2293205
TE,18839112
TEAD,1938231
TEAM,5868832
TECH,2345958
TECK,4606879
TEL,2110663
TEM,5328457
TENB,2599402
TER,3325568
TERN,2222747
TEVA,9022438
TEX,1902336
TFC,9503071
TGB,7423791
TGNA,1792791
TGT,6734944
TGTX,2099466
THC,1003043
THH,3252302
THM,1944673
THRY,1227226
TIC,2543137
TIGO,1256441
TIGR,3016315
TIVC,1038568
TJX,5069657
TKC,1121912
TKO,994414
TLIH,2106582
TLRY,4213958
TLYS,1202313
TMC,7858325
TMDE,6801669
TME,7887992
TMHC,1045507
TMO,2274265
TMQ,4904692
TMUS,6083899
TNDM,1911117
TNGX,3399821
TNON,1025530
TNYA,4564943
TOI,2040711
TOL,1230162
TOST,11029442
TOVX,9959382
TPET,32582528
TPG,3542992
TPH,2359848
TPR,2311854
TREX,2002358
TRGP,1397151
TRI,2578885
TRIB,3239907
TRIN,1397938
TRIP,3354218
TRMB,2028426
TRON,1031087
TROW,2240601
TROX,3903546
TRP,2425871
TRU,2648566
TRV,1604321
TRVI,1371464
TRX,7096316
TS,1651358
TSCO,6756834
TSEM,2237222
TSHA,2631940
TSLA,61426032
TSLX,993078
TSM,13284089
TSN,3022691
TSSI,1446163
TT,1557848
TTAN,1417156
TTC,985895
TTD,17063621
TTE,1764186
TTEK,2754282
TTI,1910225
TTMI,2488719
TTWO,2159072
TU,5721344
TURB,4716722
TUYA,2076124
TV,1365751
TVTX,2012611
TW,1472563
TWLO,2362914
TWO,3675097
TWST,1266421
TXG,2539825
TXN,7617395
TXNM,1125882
TXRH,968662
TXT,1793985
U,16389943
UA,5039949
UAA,12318169
UAL,6304810
UAMY,14702862
UAVS,7967518
UBER,20033383
UBS,2518189
UCAR,6981237
UCTT,1346186
UDMY,2107169
UDR,4139719
UE,972034
UEC,10895661
UGI,1993932
UGP,2049217
UL,3556910
ULCC,3920398
ULS,1012234
UMAC,4317295
UMC,10061792
UNH,9870762
UNIT,2060627
UNM,1640598
UNP,3289475
UP,4722865
UPB,1304172
UPS,6921742
UPST,5231234
UPWK,3515071
UPXI,5574362
URBN,1743183
URG,9644324
UROY,2892223
USA,1162539
USAR,19058272
USAS,7681350
USB,10886923
USBC,1477504
USEG,5766367
USFD,2851585
UTZ,1704052
UUUU,13244557
UWMC,18602136
V,7736582
VAL,1569386
VALE,37594207
VEEA,1527203
VEEE,4925892
VEEV,2059461
VELO,2093510
VERA,1182163
VERI,2083366
VERX,2084848
VET,2153802
VFC,6636413
VFF,1311232
VG,19065097
VGZ,2080313
VHUB,1859728
VIAV,5094832
VICI,10177956
VIK,2410241
VIPS,2101191
VIR,3503029
VIRT,1156924
VISN,4137858
VIST,1446471
VITL,2032143
VIVS,1618895
VKTX,2979623
VLN,2030292
VLO,3992006
VLTO,1861519
VLY,8169999
VMC,1193538
VNDA,3195790
VNET,6516163
VNO,1956257
VNOM,3306452
VNRX,8192450
VNT,1119893
VOD,4524629
VOR,962937
VOYA,986210
VOYG,1577773
VRDN,1455683
VRE,1535863
VRME,4040490
VRNS,3093901
VRRM,1548262
VRSK,1923086
VRT,8676165
VRTX,1433470
VSAT,1766169
VSCO,2178386
VSH,2135028
VSME,2646228
VSNT,4483744
VST,5425789
VSTM,1833493
VSTS,2023152
VTAK,1089093
VTEX,1138783
VTGN,1233112
VTR,2889576
VTRS,10440009
VUZI,1590884
VVR,1098410
VVV,1942150
VYX,2050122
VZ,31579853
VZLA,10957915
W,3425448
WAL,1325188
WAT,1029541
WAY,2555049
WB,1001504
WBD,26726326
WBS,4117595
WCN,1593511
WDAY,4890790
WDC,9596669
WDS,1142766
WEAV,1921549
WEC,2205104
WELL,3144865
WEN,8496604
WERN,1200188
WES,1421868
WETO,1836872
WFC,16943994
WFRD,1318655
WGRX,2260670
WH,1348715
WHD,1009164
WHR,2456422
WIT,11574818
WIX,2218305
WLK,1352980
WLTH,1667685
WM,2168776
WMB,7161300
WMG,2284316
WMT,31157457
WNW,20991932
WOLF,1612286
WOOF,2660401
WORX,13457037
WPC,1304704
WPM,2470183
WRB,2405516
WRBY,3425536
WRD,4309403
WRN,2049624
WSC,1979954
WSM,1158277
WT,3600081
WTI,4877210
WTRG,2389553
WTTR,1292451
WU,8454763
WULF,29558674
WVE,3288225
WWR,2091303
WWW,1496586
WY,6806224
WYNN,1653185
XAIR,7422423
XEL,5113372
XENE,1356978
XERS,2034747
XHLD,3092058
XIFR,1391424
XMTR,1012975
XOM,20910797
XP,6552787
XPEV,7108084
XPO,1719874
XPON,1197084
XPRO,1107192
XRAY,4781517
XRX,3562486
XTIA,2528999
XTKG,1061821
XWEL,8650162
XXI,1521906
XYL,1744088
XYZ,8417998
YCBD,1410798
YELP,1396134
YETI,1492535
YEXT,2787300
YMAT,1256962
YMM,8592300
YOU,1557856
YPF,1792656
YSS,2043172
YUM,1952045
YUMC,1594575
YYAI,1905490
YYGH,2150996
Z,4285498
ZBH,2130765
ZD,1054193
ZENA,1403404
ZETA,8765198
ZG,1159722
ZIM,3966344
ZION,1821429
ZIP,1401316
ZM,3938066
ZNTL,1278031
ZONE,2323569
ZS,2526463
ZSPC,1245573
ZTO,2157720
ZTS,4508311
ZVRA,1123688
ZWS,980958
